事件 ID	选项 ID	类型	轨道	年龄／人物／状态前置	选择前共同事实	分支后新增事实	实际效果	延迟后果	卡牌互动	敏感表达标签	人工结论
beat_027		beat	education	年龄 8—14；人物 []；门槛 {"all":[],"any":[],"none":[]}	同伴把保存的截图和日期一起交给可信任的大人。	同伴把保存的截图和日期一起交给可信任的大人。	[{"type":"tag","target":"history","value":"education:school:27"},{"type":"add","target":"development.peerSupport","value":7},{"type":"add","target":"development.selfAdvocacy","value":3}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_028		beat	education	年龄 9—15；人物 []；门槛 {"all":[{"path":"development.severeSchoolHarm","op":"eq","value":true}],"any":[],"none":[]}	换到新的班级后，你先确认每天能否正常到校。	换到新的班级后，你先确认每天能否正常到校。	[{"type":"tag","target":"history","value":"education:school:28"},{"type":"add","target":"development.attendance","value":6},{"type":"add","target":"development.traumaLoad","value":-5}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_029		beat	education	年龄 10—16；人物 []；门槛 {"all":[],"any":[],"none":[]}	实训老师把比赛报名表压在你的作业本下面。	实训老师把比赛报名表压在你的作业本下面。	[{"type":"tag","target":"history","value":"education:school:29"},{"type":"expose","target":"development.routeExposure","value":"vocational"},{"type":"add","target":"development.routeKnowledge","value":7}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_030		beat	education	年龄 11—17；人物 []；门槛 {"all":[],"any":[],"none":[]}	语言课程第一次让海外本科成为可查的选项。	语言课程第一次让海外本科成为可查的选项。	[{"type":"tag","target":"history","value":"education:school:30"},{"type":"expose","target":"development.routeExposure","value":"overseas"},{"type":"add","target":"development.languagePreparation","value":12},{"type":"add","target":"development.routeKnowledge","value":8}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_031		beat	education	年龄 12—18；人物 []；门槛 {"all":[],"any":[],"none":[]}	志愿草表摊开时，专业名称旁边全是问号。	志愿草表摊开时，专业名称旁边全是问号。	[{"type":"tag","target":"history","value":"education:school:31"},{"type":"expose","target":"development.routeExposure","value":"alternativeSchool"},{"type":"add","target":"development.routeKnowledge","value":6}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_032		beat	education	年龄 13—18；人物 []；门槛 {"all":[],"any":[],"none":[]}	录取结果和家庭预算在同一晚摆上饭桌。	录取结果和家庭预算在同一晚摆上饭桌。	[{"type":"tag","target":"history","value":"education:school:32"},{"type":"add","target":"development.routeKnowledge","value":5},{"type":"add","target":"development.selfAdvocacy","value":2}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_033		beat	employment	年龄 18—45；人物 []；门槛 {"all":[{"path":"education.status","op":"notIn","value":["notStarted","enrolled"]},{"path":"employment.status","op":"eq","value":"employed"}],"any":[],"none":[]}	工牌发下来时，照片还是入职那天拍的。	工牌发下来时，照片还是入职那天拍的。	[{"type":"add","target":"employment.experience","value":1},{"type":"add","target":"pressures.career","value":-1},{"type":"tag","target":"history","value":"employment:beat:0:0"}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_034		beat	employment	年龄 21—58；人物 []；门槛 {"all":[{"path":"education.status","op":"notIn","value":["notStarted","enrolled"]},{"path":"employment.status","op":"eq","value":"employed"}],"any":[],"none":[]}	楼下早餐店记住了你几点打卡。	楼下早餐店记住了你几点打卡。	[{"type":"add","target":"employment.experience","value":1},{"type":"add","target":"pressures.career","value":-1}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_035		beat	employment	年龄 21—62；人物 []；门槛 {"all":[{"path":"education.status","op":"notIn","value":["notStarted","enrolled"]},{"path":"employment.status","op":"eq","value":"employed"}],"any":[],"none":[]}	同事离职后，你们约过两次吃饭。	同事离职后，你们约过两次吃饭。	[{"type":"add","target":"employment.experience","value":1},{"type":"add","target":"pressures.career","value":-1}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_036		beat	employment	年龄 22—58；人物 []；门槛 {"all":[{"path":"education.status","op":"notIn","value":["notStarted","enrolled"]},{"path":"employment.status","op":"eq","value":"employed"}],"any":[],"none":[]}	今年没换工作，工资也没怎么动。	今年没换工作，工资也没怎么动。	[{"type":"add","target":"employment.experience","value":1},{"type":"add","target":"pressures.career","value":-1},{"type":"tag","target":"history","value":"employment:beat:0:3"}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_037		beat	employment	年龄 20—62；人物 []；门槛 {"all":[{"path":"education.status","op":"notIn","value":["notStarted","enrolled"]},{"path":"employment.status","op":"eq","value":"employed"}],"any":[],"none":[]}	新工位离空调近，下午总得穿外套。	新工位离空调近，下午总得穿外套。	[{"type":"add","target":"employment.experience","value":1},{"type":"add","target":"pressures.career","value":-1}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_038		beat	employment	年龄 25—62；人物 []；门槛 {"all":[{"path":"education.status","op":"notIn","value":["notStarted","enrolled"]},{"path":"employment.status","op":"eq","value":"employed"}],"any":[],"none":[]}	排班表改了三次，你的周末落在周二。	排班表改了三次，你的周末落在周二。	[{"type":"add","target":"employment.experience","value":1},{"type":"add","target":"pressures.career","value":-1}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_039		beat	employment	年龄 25—66；人物 []；门槛 {"all":[{"path":"education.status","op":"notIn","value":["notStarted","enrolled"]},{"path":"employment.status","op":"eq","value":"employed"}],"any":[],"none":[]}	团建照片发进群，第二天没人再点开。	团建照片发进群，第二天没人再点开。	[{"type":"add","target":"employment.experience","value":1},{"type":"add","target":"pressures.career","value":-1},{"type":"tag","target":"history","value":"employment:beat:0:6"}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_040		beat	employment	年龄 55—72；人物 []；门槛 {"all":[{"path":"education.status","op":"notIn","value":["notStarted","enrolled"]},{"path":"employment.status","op":"eq","value":"employed"}],"any":[],"none":[]}	工资到账那天，几笔固定开销也刚好扣走。	工资到账那天，几笔固定开销也刚好扣走。	[{"type":"add","target":"employment.experience","value":1},{"type":"add","target":"pressures.career","value":-1}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_041		beat	employment	年龄 18—45；人物 []；门槛 {"all":[{"path":"education.status","op":"notIn","value":["notStarted","enrolled"]},{"path":"employment.status","op":"eq","value":"employed"}],"any":[],"none":[]}	主管换了头像，催进度的语气没变。	主管换了头像，催进度的语气没变。	[{"type":"add","target":"employment.experience","value":1},{"type":"add","target":"pressures.career","value":-1}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_042		beat	employment	年龄 21—58；人物 []；门槛 {"all":[{"path":"education.status","op":"notIn","value":["notStarted","enrolled"]},{"path":"employment.status","op":"eq","value":"employed"}],"any":[],"none":[]}	你终于记住了会议室投影仪怎么开。	你终于记住了会议室投影仪怎么开。	[{"type":"add","target":"employment.experience","value":1},{"type":"add","target":"pressures.career","value":-1},{"type":"tag","target":"history","value":"employment:beat:1:1"}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_043		beat	employment	年龄 21—62；人物 []；门槛 {"all":[{"path":"education.status","op":"notIn","value":["notStarted","enrolled"]},{"path":"employment.status","op":"eq","value":"employed"}],"any":[],"none":[]}	新同事问年假，群里安静了半分钟。	新同事问年假，群里安静了半分钟。	[{"type":"add","target":"employment.experience","value":1},{"type":"add","target":"pressures.career","value":-1}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_044		beat	employment	年龄 22—58；人物 []；门槛 {"all":[{"path":"education.status","op":"notIn","value":["notStarted","enrolled"]},{"path":"employment.status","op":"eq","value":"employed"}],"any":[],"none":[]}	公司送了保温杯，杯身印着奋斗者。	公司送了保温杯，杯身印着奋斗者。	[{"type":"add","target":"employment.experience","value":1},{"type":"add","target":"pressures.career","value":-1}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_045		beat	employment	年龄 20—62；人物 []；门槛 {"all":[{"path":"education.status","op":"notIn","value":["notStarted","enrolled"]},{"path":"employment.status","op":"eq","value":"employed"}],"any":[],"none":[]}	迟到一分钟要说明，加班两小时不用。	迟到一分钟要说明，加班两小时不用。	[{"type":"add","target":"employment.experience","value":1},{"type":"add","target":"pressures.career","value":-1},{"type":"tag","target":"history","value":"employment:beat:1:4"}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_046		beat	employment	年龄 25—62；人物 []；门槛 {"all":[{"path":"education.status","op":"notIn","value":["notStarted","enrolled"]},{"path":"employment.status","op":"eq","value":"employed"}],"any":[],"none":[]}	大家轮流说建议，最后按原方案执行。	大家轮流说建议，最后按原方案执行。	[{"type":"add","target":"employment.experience","value":1},{"type":"add","target":"pressures.career","value":-1}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_047		beat	employment	年龄 25—66；人物 []；门槛 {"all":[{"path":"education.status","op":"notIn","value":["notStarted","enrolled"]},{"path":"employment.status","op":"eq","value":"employed"}],"any":[],"none":[]}	你在厕所隔间听见领导谈优化名单。	你在厕所隔间听见领导谈优化名单。	[{"type":"add","target":"employment.experience","value":1},{"type":"add","target":"pressures.career","value":-1}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_048		beat	employment	年龄 55—72；人物 []；门槛 {"all":[{"path":"education.status","op":"notIn","value":["notStarted","enrolled"]},{"path":"employment.status","op":"eq","value":"employed"}],"any":[],"none":[]}	调休申请通过时，原定周末已经过去。	调休申请通过时，原定周末已经过去。	[{"type":"add","target":"employment.experience","value":1},{"type":"add","target":"pressures.career","value":-1},{"type":"tag","target":"history","value":"employment:beat:1:7"}]	无	无	无	三代理混排复核完成；已发现项已修正
